dependency,file
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py
pip._internal.utils.temp_dir,E:\football_v\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py
pip._internal.utils.virtualenv,E:\football_v\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_internal\req\__init__.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\req\__init__.py
dataclasses,E:\football_v\.venv\Lib\site-packages\pip\_internal\req\__init__.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\req\__init__.py
pip._internal.utils.logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\req\__init__.py
req_file,E:\football_v\.venv\Lib\site-packages\pip\_internal\req\__init__.py
req_install,E:\football_v\.venv\Lib\site-packages\pip\_internal\req\__init__.py
req_set,E:\football_v\.venv\Lib\site-packages\pip\_internal\req\__init__.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\base.py
pip._internal.req.req_install,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\base.py
pip._internal.req.req_set,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\base.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
itertools,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._vendor.packaging,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._vendor.packaging.requirements,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.cache,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.index.package_finder,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.metadata,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.models.link,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.models.wheel,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.operations.prepare,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.req.req_install,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.req.req_set,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.resolution.base,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.utils,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.utils.compatibility_tags,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.utils.direct_url_helpers,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.utils.logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
pip._internal.utils.packaging,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py
dataclasses,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py
pip._vendor.packaging.specifiers,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py
pip._vendor.packaging.utils,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py
pip._vendor.packaging.version,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py
pip._internal.models.link,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py
pip._internal.req.req_install,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py
pip._internal.utils.hashes,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
pip._vendor.packaging.requirements,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
pip._vendor.packaging.utils,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
pip._vendor.packaging.version,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
pip._internal.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
pip._internal.metadata,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
pip._internal.models.link,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
pip._internal.models.wheel,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
pip._internal.req.constructors,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
pip._internal.req.req_install,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
pip._internal.utils.direct_url_helpers,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
pip._internal.utils.misc,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
base,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
factory,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py
contextlib,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._vendor.packaging.requirements,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._vendor.packaging.specifiers,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._vendor.packaging.utils,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._vendor.packaging.version,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._vendor.resolvelib,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.cache,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.index.package_finder,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.metadata,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.models.link,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.models.wheel,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.operations.prepare,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.req.constructors,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.req.req_install,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.resolution.base,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.utils.compatibility_tags,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.utils.hashes,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.utils.packaging,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
pip._internal.utils.virtualenv,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
base,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
candidates,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
found_candidates,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
requirements,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py
collections.abc,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py
pip._vendor.packaging.version,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py
pip._internal.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py
base,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py
math,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py
pip._vendor.resolvelib.providers,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py
base,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py
candidates,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py
factory,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py
pip._vendor.resolvelib.providers,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py
pip._vendor.resolvelib.resolvers,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py
pip._vendor.resolvelib.reporters,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py
base,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py
pip._vendor.packaging.specifiers,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py
pip._vendor.packaging.utils,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py
pip._internal.req.constructors,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py
pip._internal.req.req_install,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py
base,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py
contextlib,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
os,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._vendor.packaging.utils,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._vendor.resolvelib,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._vendor.resolvelib,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._vendor.resolvelib.structs,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._internal.cache,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._internal.index.package_finder,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._internal.operations.prepare,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._internal.req.constructors,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._internal.req.req_install,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._internal.req.req_set,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._internal.resolution.base,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._internal.resolution.resolvelib.provider,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._internal.resolution.resolvelib.reporter,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._internal.utils.packaging,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
base,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
factory,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
pip._vendor.resolvelib.resolvers,E:\football_v\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py
os,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\appdirs.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\appdirs.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\appdirs.py
pip._vendor,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\appdirs.py
importlib.resources,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\compat.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\compat.py
os,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\compat.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\compat.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\compat.py
pip._vendor.urllib3.util,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\compat.py
_ssl,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\compat.py
re,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\compatibility_tags.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\compatibility_tags.py
pip._vendor.packaging.tags,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\compatibility_tags.py
datetime,E:\football_v\.venv\Lib\site-packages\pip\_internal\utils\datetime.py
